Solr_Field,Original_Heading,Count,Valid_Heading,URI,Authority,Type,Thoroughfares_Features,Action,Change_To,Changed,Note
mods_subject_topic_ms,Alcoholic beverages.,6,Alcoholic beverages,http://id.loc.gov/authorities/subjects/sh85003283,lcsh,topic,,replace,Alcoholic beverages,true,
mods_subject_topic_ms,Alcoholic beverages,1,Alcoholic beverages,http://id.loc.gov/authorities/subjects/sh85003283,lcsh,topic,,,,false,
mods_subject_topic_ms,Alcoholism,7,Alcoholism,http://id.loc.gov/authorities/subjects/sh85003292,lcsh,topic,,,,false,
mods_subject_topic_ms,Algebra,1,Algebra,http://id.loc.gov/authorities/subjects/sh85003425,lcsh,topic,,,,false,
mods_subject_topic_ms,"Alien and Sedition laws, 1798",1,"Alien and Sedition laws, 1798",http://id.loc.gov/authorities/subjects/sh85003501,lcsh,topic,,,,false,
mods_subject_topic_ms,Allegheny County. Dwellings,2,Allegheny County (Pa.),http://id.loc.gov/authorities/names/n80083650,naf,geographic,,split,Allegheny County (Pa.),true,
mods_subject_topic_ms,Alleys,526,Alleys,http://id.loc.gov/authorities/subjects/sh85003672,lcsh,topic,,,,false,
mods_subject_topic_ms,"Almanacs, American",11,"Almanacs, American",http://id.loc.gov/authorities/subjects/sh85003745,lcsh,topic,,,,false,
mods_subject_topic_ms,"Almanacs, Chinese",1,"Almanacs, Chinese",http://id.loc.gov/authorities/subjects/sh85003750,lcsh,topic,,,,false,
mods_subject_topic_ms,Almshouses,26,Almshouses,http://id.loc.gov/authorities/subjects/sh85003781,lcsh,topic,,,,false,
mods_subject_topic_ms,Altars.,1,Altars,http://id.loc.gov/authorities/subjects/sh85003895,lcsh,topic,,replace,Altars,true,
mods_subject_topic_ms,Altars,9,Altars,http://id.loc.gov/authorities/subjects/sh85003895,lcsh,topic,,,,false,
mods_subject_topic_ms,Altitudes,1,Altitudes,http://id.loc.gov/authorities/subjects/sh99002317,lcsh,topic,,,,false,
mods_subject_topic_ms,Altruism,1,Altruism,http://id.loc.gov/authorities/subjects/sh85003944,lcsh,topic,,,,false,
mods_subject_topic_ms,Aluminum,5,Aluminum,http://id.loc.gov/authorities/subjects/sh85003956,lcsh,topic,,,,false,
mods_subject_topic_ms,Aluminum.,3,Aluminum,http://id.loc.gov/authorities/subjects/sh85003956,lcsh,topic,,replace,Aluminum,true,
mods_subject_topic_ms,Aluminum Christmas trees.,2,Aluminum Christmas trees,http://id.loc.gov/authorities/subjects/sh2004003082,lcsh,topic,,replace,Aluminum Christmas trees,true,
mods_subject_topic_ms,Aluminum boats.,3,Aluminum boats,http://id.loc.gov/authorities/subjects/sh85003987,lcsh,topic,,replace,Aluminum boats,true,
mods_subject_topic_ms,Aluminum castings.,6,Aluminum castings,http://id.loc.gov/authorities/subjects/sh85003991,lcsh,topic,,replace,Aluminum castings,true,
mods_subject_topic_ms,Aluminum coatings.,3,Aluminum coatings,http://id.loc.gov/authorities/subjects/sh85003998,lcsh,topic,,replace,Aluminum coatings,true,
mods_subject_topic_ms,Aluminum working.,1,Aluminum forming,http://id.loc.gov/authorities/subjects/sh85004011,lcsh,topic,,replace,Aluminum forming,true,
mods_subject_topic_ms,Aluminum industry and trade,6,Aluminum industry and trade,http://id.loc.gov/authorities/subjects/sh85004017,lcsh,topic,,,,false,
mods_subject_topic_ms,Alumina.,1,Aluminum oxide,http://id.loc.gov/authorities/subjects/sh85004029,lcsh,topic,,replace,Aluminum oxide,true,
mods_subject_topic_ms,Aluminum plants.,14,Aluminum plants,http://id.loc.gov/authorities/subjects/sh85004031,lcsh,topic,,replace,Aluminum plants,true,
mods_subject_topic_ms,Aluminum plants,6,Aluminum plants,http://id.loc.gov/authorities/subjects/sh85004031,lcsh,topic,,,,false,
mods_subject_topic_ms,Aluminum siding,1,Aluminum siding,http://id.loc.gov/authorities/subjects/sh99004345,lcsh,topic,,,,false,
mods_subject_topic_ms,Aluminum siding.,2,Aluminum siding,http://id.loc.gov/authorities/subjects/sh99004345,lcsh,topic,,replace,Aluminum siding,true,
mods_subject_topic_ms,Alumni and alumnae.,1,Alumni and alumnae,http://id.loc.gov/authorities/subjects/sh99002320,lcsh,topic,,replace,Alumni and alumnae,true,
mods_subject_topic_ms,Alumni and alumnae,147,Alumni and alumnae,http://id.loc.gov/authorities/subjects/sh99002320,lcsh,topic,,,,false,
mods_subject_topic_ms,Alumni,1,Alumni and alumnae,http://id.loc.gov/authorities/subjects/sh99002320,lcsh,topic,,replace,Alumni and alumnae,true,
mods_subject_topic_ms,Alumnae and alumni,4,Alumni and alumnae,http://id.loc.gov/authorities/subjects/sh99002320,lcsh,topic,,replace,Alumni and alumnae,true,
mods_subject_topic_ms,African American alumni and alumnae,3,Alumni and alumnae,http://id.loc.gov/authorities/subjects/sh99002320,lcsh,topic,,add,Alumni and alumnae,true,
mods_subject_topic_ms,Amateur circus,4,Amateur circus,http://id.loc.gov/authorities/subjects/sh85004117,lcsh,topic,,,,false,
mods_subject_topic_ms,School plays,5,Amateur plays,http://id.loc.gov/authorities/subjects/sh85004121,lcsh,topic,,replace,Amateur plays,true,
mods_subject_topic_ms,Amateur theatricals,1,Amateur theater,http://id.loc.gov/authorities/subjects/sh85004126,lcsh,topic,,replace,Amateur theater,true,
mods_subject_topic_ms,Amateur theater,8,Amateur theater,http://id.loc.gov/authorities/subjects/sh85004126,lcsh,topic,,,,false,
mods_subject_topic_ms,Ambassadors,5,Ambassadors,http://id.loc.gov/authorities/subjects/sh85004141,lcsh,topic,,,,false,
mods_subject_topic_ms,Ambridge.,5,Ambridge (Pa.),http://id.loc.gov/authorities/names/n82082899,naf,geographic,,replace,Ambridge (Pa.),true,
mods_subject_topic_ms,Ambulance service,1,Ambulance service,http://id.loc.gov/authorities/subjects/sh85004176,lcsh,topic,,,,false,
mods_subject_topic_ms,Ambulances,13,Ambulances,http://id.loc.gov/authorities/subjects/sh85004178,lcsh,topic,,,,false,
mods_subject_topic_ms,"American Revolution Bicentennial, 1976",1,"American Revolution Bicentennial, 1976",http://id.loc.gov/authorities/subjects/sh85004412,lcsh,topic,,,,false,
mods_subject_topic_ms,"American Revolution Bicentennial, 1976.",3,"American Revolution Bicentennial, 1976",http://id.loc.gov/authorities/subjects/sh85004412,lcsh,topic,,replace,"American Revolution Bicentennial, 1976",true,
mods_subject_topic_ms,American fiction,7,American fiction,http://id.loc.gov/authorities/subjects/sh85004317,lcsh,topic,,,,false,
mods_subject_topic_ms,American literature,9,American literature,http://id.loc.gov/authorities/subjects/sh85004336,lcsh,topic,,,,false,
mods_subject_topic_ms,American loyalists,4,American loyalists,http://id.loc.gov/authorities/subjects/sh85004364,lcsh,topic,,,,false,
mods_subject_topic_ms,American newspapers,1,American newspapers,http://id.loc.gov/authorities/subjects/sh85004368,lcsh,topic,,,,false,
mods_subject_topic_ms,American periodicals,1,American periodicals,http://id.loc.gov/authorities/subjects/sh85004378,lcsh,topic,,,,false,
mods_subject_topic_ms,American poetry,4,American poetry,http://id.loc.gov/authorities/subjects/sh85004382,lcsh,topic,,,,false,
mods_subject_topic_ms,American prose literature,4,American prose literature,http://id.loc.gov/authorities/subjects/sh85004407,lcsh,topic,,,,false,
mods_subject_topic_ms,American wit and humor,3,American wit and humor,http://id.loc.gov/authorities/subjects/sh85004424,lcsh,topic,,,,false,
mods_subject_topic_ms,Americanization.,5,Americanization,http://id.loc.gov/authorities/subjects/sh85004431,lcsh,topic,,replace,Americanization,true,
mods_subject_topic_ms,Americanization,2,Americanization,http://id.loc.gov/authorities/subjects/sh85004431,lcsh,topic,,,,false,
mods_subject_topic_ms,American,4,Americans,http://id.loc.gov/authorities/subjects/sh85004432,lcsh,topic,,replace,Americans,true,
mods_subject_topic_ms,Americans,1,Americans,http://id.loc.gov/authorities/subjects/sh85004432,lcsh,topic,,,,false,
mods_subject_topic_ms,Amish,1,Amish,http://id.loc.gov/authorities/subjects/sh85004511,lcsh,topic,,,,false,
mods_subject_topic_ms,Amphibians,1,Amphibians,http://id.loc.gov/authorities/subjects/sh85004598,lcsh,topic,,,,false,
mods_subject_topic_ms,Amphitheaters,9,Amphitheaters,http://id.loc.gov/authorities/subjects/sh85004635,lcsh,topic,,,,false,
mods_subject_topic_ms,Amplifiers (electronic),1,Amplifiers (Electronics),http://id.loc.gov/authorities/subjects/sh85004652,lcsh,topic,,replace,Amplifiers (Electronics),true,
mods_subject_topic_ms,Amusement parks.,2,Amusement parks,http://id.loc.gov/authorities/subjects/sh85004698,lcsh,topic,,replace,Amusement parks,true,
mods_subject_topic_ms,Amusement parks,1913,Amusement parks,http://id.loc.gov/authorities/subjects/sh85004698,lcsh,topic,,,,false,
mods_subject_topic_ms,Amusement rides.,891,Amusement rides,http://id.loc.gov/authorities/subjects/sh85004708,lcsh,topic,,replace,Amusement rides,true,
mods_subject_topic_ms,Amusement rides,25,Amusement rides,http://id.loc.gov/authorities/subjects/sh85004708,lcsh,topic,,,,false,
mods_subject_topic_ms,Tower of Sky Ride,1,Amusement rides,http://id.loc.gov/authorities/subjects/sh85004708,lcsh,topic,,replace,Amusement rides,true,
mods_subject_topic_ms,Sky Ride,1,Amusement rides,http://id.loc.gov/authorities/subjects/sh85004708,lcsh,topic,,replace,Amusement rides,true,
mods_subject_topic_ms,Analysis.,1,Analysis,http://id.loc.gov/authorities/subjects/sh2002006221,lcsh,topic,,replace,Analysis,true,
mods_subject_topic_ms,Analysis (Philosophy),1,Analysis (Philosophy),http://id.loc.gov/authorities/subjects/sh85004780,lcsh,topic,,,,false,
mods_subject_topic_ms,Anarchism,1,Anarchism,http://id.loc.gov/authorities/subjects/sh85004812,lcsh,topic,,,,false,
mods_subject_topic_ms,Anesthesia,1,Anesthesia,http://id.loc.gov/authorities/subjects/sh85004952,lcsh,topic,,,,false,
mods_subject_topic_ms,Anesthesiology,3,Anesthesiology,http://id.loc.gov/authorities/subjects/sh85004972,lcsh,topic,,,,false,
mods_subject_topic_ms,Anglican church.,1,Anglican church buildings,http://id.loc.gov/authorities/subjects/sh85025866,lcsh,topic,,replace,Anglican church buildings,true,
mods_subject_topic_ms,"Anglo-French War, 1755-1763",4,"Anglo-French War, 1755-1763",http://id.loc.gov/authorities/subjects/sh85005067,lcsh,topic,,,,false,
mods_subject_topic_ms,Animal cages,6,Animal cages,http://id.loc.gov/authorities/subjects/sh97004879,lcsh,topic,,,,false,
mods_subject_topic_ms,Animal feeding.,3,Animal feeding,http://id.loc.gov/authorities/subjects/sh87007869,lcsh,topic,,replace,Animal feeding,true,
mods_subject_topic_ms,Animal sculpture,1,Animal sculpture,http://id.loc.gov/authorities/subjects/sh85005232,lcsh,topic,,,,false,
mods_subject_topic_ms,Animal shelters,16,Animal shelters,http://id.loc.gov/authorities/subjects/sh94002086,lcsh,topic,,,,false,
mods_subject_topic_ms,Trained animals.,7,Animal training,http://id.loc.gov/authorities/subjects/sh85005272,lcsh,topic,,replace,Animal training,true,
mods_subject_topic_ms,Animal welfare,14,Animal welfare,http://id.loc.gov/authorities/subjects/sh85005274,lcsh,topic,,,,false,
mods_subject_topic_ms,Wildlife,6,Animals,http://id.loc.gov/authorities/subjects/sh85005249,lcsh,topic,,replace,Animals,true,
mods_subject_topic_ms,Animals.,5,Animals,http://id.loc.gov/authorities/subjects/sh85005249,lcsh,topic,,replace,Animals,true,
mods_subject_topic_ms,Animals,5,Animals,http://id.loc.gov/authorities/subjects/sh85005249,lcsh,topic,,,,false,
mods_subject_topic_ms,Animals in art,1,Animals in art,http://id.loc.gov/authorities/subjects/sh85005283,lcsh,topic,,,,false,
mods_subject_topic_ms,"Animals, Mythical",1,"Animals, Mythical",http://id.loc.gov/authorities/subjects/sh85005269,lcsh,topic,,,,false,
mods_subject_topic_ms,Anniversary celebrations,3,Anniversaries,http://id.loc.gov/authorities/subjects/sh85005357,lcsh,topic,,replace,Anniversaries,true,
mods_subject_topic_ms,Anniversaries.,18,Anniversaries,http://id.loc.gov/authorities/subjects/sh85005357,lcsh,topic,,replace,Anniversaries,true,
mods_subject_topic_ms,Anniversaries,55,Anniversaries,http://id.loc.gov/authorities/subjects/sh85005357,lcsh,topic,,,,false,
mods_subject_topic_ms,"Anniversaries, etc.",10,"Anniversaries, etc.",http://id.loc.gov/authorities/subjects/sh99002325,lcsh,topic,,,,false,
mods_subject_topic_ms,"Anniversaries, etc",63,"Anniversaries, etc.",http://id.loc.gov/authorities/subjects/sh99002325,lcsh,topic,,replace,"Anniversaries, etc.",true,
mods_subject_topic_ms,Antennas (Electronics).,1,Antennas (Electronics),http://id.loc.gov/authorities/subjects/sh85005511,lcsh,topic,,replace,Antennas (Electronics),true,
mods_subject_topic_ms,Anthems,8,Anthems,http://id.loc.gov/authorities/subjects/sh85005524,lcsh,topic,,,,false,
mods_subject_topic_ms,Anthracite coal,2,Anthracite coal,http://id.loc.gov/authorities/subjects/sh85005549,lcsh,topic,,,,false,
mods_subject_topic_ms,"Anthropology, Ethnography",1,Anthropology,http://id.loc.gov/authorities/subjects/sh85005581,lcsh,topic,,replace,Anthropology,true,
mods_subject_topic_ms,Anthropology,2,Anthropology,http://id.loc.gov/authorities/subjects/sh85005581,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-Catholicism,1,Anti-Catholicism,http://id.loc.gov/authorities/subjects/sh85005604,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-Nazi propaganda,1,Anti-Nazi propaganda,http://id.loc.gov/authorities/subjects/sh2015000041,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-communist movements,5,Anti-communist movements,http://id.loc.gov/authorities/subjects/sh85005609,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-communism,4,Anti-communist movements,http://id.loc.gov/authorities/subjects/sh85005609,lcsh,topic,,replace,Anti-communist movements,true,
mods_subject_topic_ms,Anti-war demonstrations,1,Anti-war demonstrations,http://id.loc.gov/authorities/subjects/sh2008003660,lcsh,topic,,,,false,
mods_subject_topic_ms,Antiaircraft guns,1,Antiaircraft guns,http://id.loc.gov/authorities/subjects/sh85005600,lcsh,topic,,,,false,
mods_subject_topic_ms,"Antilles, Lesser",1,"Antilles, Lesser",http://id.loc.gov/authorities/subjects/sh85005688,lcsh,geographic,,,,false,
mods_subject_topic_ms,Antiphonaries,1,Antiphonaries,http://id.loc.gov/authorities/subjects/sh85005734,lcsh,topic,,,,false,
mods_subject_topic_ms,Antique and classic cars,5,Antique and classic cars,http://id.loc.gov/authorities/subjects/sh89002541,lcsh,topic,,,,false,
mods_subject_topic_ms,Antiquities,22,Antiquities,http://id.loc.gov/authorities/subjects/sh85005757,lcsh,topic,,,,false,
mods_subject_topic_ms,Antiquities.,1,Antiquities,http://id.loc.gov/authorities/subjects/sh85005757,lcsh,topic,,replace,Antiquities,true,
mods_subject_topic_ms,Antisemitism,1,Antisemitism,http://id.loc.gov/authorities/subjects/sh85005764,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-Semitism,1,Antisemitism,http://id.loc.gov/authorities/subjects/sh85005764,lcsh,topic,,replace,Antisemitism,true,
mods_subject_topic_ms,Anti-Semitism.,4,Antisemitism,http://id.loc.gov/authorities/subjects/sh85005764,lcsh,topic,,replace,Antisemitism,true,
mods_subject_topic_ms,Antislavery movements,7,Antislavery movements,http://id.loc.gov/authorities/subjects/sh85123315,lcsh,topic,,,,false,
mods_subject_topic_ms,Anti-smoking movement.,3,Antismoking movement,http://id.loc.gov/authorities/subjects/sh87007812,lcsh,topic,,replace,Antismoking movement,true,
mods_subject_topic_ms,Anvils,2,Anvils,http://id.loc.gov/authorities/subjects/sh99000968,lcsh,topic,,,,false,
mods_subject_topic_ms,Anxiety,1,Anxiety,http://id.loc.gov/authorities/subjects/sh85005835,lcsh,topic,,,,false,
mods_subject_topic_ms,Apache Indians,1,Apache Indians,http://id.loc.gov/authorities/subjects/sh85005883,lcsh,topic,,,,false,
mods_subject_topic_ms,Apartment buildings,13,Apartment houses,http://id.loc.gov/authorities/subjects/sh85005908,lcsh,topic,,replace,Apartment houses,true,
mods_subject_topic_ms,Apartment houses,32,Apartment houses,http://id.loc.gov/authorities/subjects/sh85005908,lcsh,topic,,,,false,
mods_subject_topic_ms,Apartments,2,Apartments,http://id.loc.gov/authorities/subjects/sh85005927,lcsh,topic,,,,false,
mods_subject_topic_ms,Apologetics,2,Apologetics,http://id.loc.gov/authorities/subjects/sh85006028,lcsh,topic,,,,false,
mods_subject_topic_ms,Apologies,1,Apologies,http://id.loc.gov/authorities/subjects/sh2005007061,lcsh,topic,,,,false,
mods_subject_topic_ms,Aporia,1,Aporia,http://id.loc.gov/authorities/subjects/sh2003001706,lcsh,topic,,,,false,
