PID,field_address,field_geographic_features,field_geographic_features_categories,field_throroughfares,field_subject,field_subjects_name,Note
pitt:715.211701.CP,,,,,,,
pitt:715.211702.CP,,,,,,,
pitt:715.211703.CP,,,,,,,
pitt:715.211704.CP,,,,,,,
pitt:715.211706.CP,,,,,,,
pitt:715.211707.CP,,,,,,,
pitt:715.211708.CP,,,,,,,
pitt:715.211709.CP,,,,Manilla Street,,,
pitt:715.211710.CP,,,,Manilla Street,,,
pitt:715.211711.CP,,,,Mercer Street,,,
pitt:715.211712.CP,,,,Mercer Street,,,
pitt:715.211713.CP,,,,Mercer Street,,,
pitt:715.211714.CP,,,,Mercer Street,,,
pitt:715.211715.CP,,,,Crawford Street,,,
pitt:715.211716.CP,,,,Crawford Street,,,
pitt:715.211717.CP,,,,Crawford Street,,,
pitt:715.211718.CP,,,,Crawford Street,,,
pitt:715.211719.CP,,,,Peach Way,,,
pitt:715.211720.CP,,,,Peach Way,,,
pitt:715.211721.CP,,,,Peach Way,,,
pitt:715.211722.CP,,,,Second Avenue,,,
pitt:715.211723.CP,501-513 Second Avenue,,,,,,
pitt:715.211724.CP,,,,Second Avenue,,,
pitt:715.211725.CP,,,,Second Avenue,,,
pitt:715.211727.CP,,,,Second Avenue,,,
pitt:715.211728.CP,,,,Boulevard of the Allies,,,
pitt:715.211729.CP,2124 Tustin Street,,,,,,
pitt:715.211731.CP,,,,Tustin Street,,,
pitt:715.211732.CP,"2237-2235, 2227 Tustin Street",,,,,,
pitt:715.211733.CP,2128 Tustin Street,,,,,,
pitt:715.211734.CP,2218 Tustin Street,,,,,,
pitt:715.211735.CP,2218-2220 Tustin Street,,,,,,
pitt:715.211737.CP,2138-2130 Tustin Street,,,,,,
pitt:715.211738.CP,2138-2130 Tustin Street,,,,,,
pitt:715.211739.CP,2210 Tustin Street,,,,,,
pitt:715.211740.CP,2214 Tustin Street,,,,,,
pitt:715.211741.CP,2225-2227 Tustin Street,,,,,,
pitt:715.211741A.CP,2116-2118 Tustin Street,,,,,,
pitt:715.211742.CP,2237-2239 Tustin Street,,,,,,
pitt:715.211743.CP,2217 Tustin Street,,,,,,
pitt:715.211743A.CP,2210-2212 Tustin Street,,,,,,
pitt:715.211744.CP,2214-2216 Tustin Street,,,,,,
pitt:715.211744A.CP,2219-2223 Tustin Street,,,,,,
pitt:715.211746.CP,2227 Tustin Street,,,,,,
pitt:715.211747.CP,2222-2224 Tustin Street,,,,,,
pitt:715.211747A.CP,2417-2425 Forbes Avenue,,,,,,
pitt:715.211748.CP,2431 Forbes Avenue,,,,,,
pitt:715.211749.CP,2300 Forbes Avenue,,,,,,
pitt:715.211751.CP,2317 Forbes Avenue,,,,,,
pitt:715.211751A.CP,2430-2436 Forbes Avenue,,,,,,
pitt:715.211752.CP,,,,Brady Street,,,
pitt:715.211753.CP,2300 Forbes Avenue,,,,,,
pitt:715.211754.CP,,,,Boulevard of the Allies,,,
pitt:715.211755.CP,2314-2321 Forbes Avenue,,,,,,
pitt:715.211756.CP,2300 Forbes Avenue,,,,,,
pitt:715.211758.CP,2403-2413 Forbes Avenue,,,,,,
pitt:715.211759.CP,2323 Forbes Avenue,,,,,,
pitt:715.211760.CP,2433 Forbes Street,,,,,,
pitt:715.211761.CP,508-512 Brownsville Avenue,,,,,,
pitt:715.211762.CP,538 Brownsville Avenue,,,,,,
pitt:715.211763.CP,"436, 438, and 440 Brownsville Avenue",,,,,,
pitt:715.211764.CP,518 Brownsville Avenue,,,,,,
pitt:715.211765.CP,,,,Brownsville Avenue,,,
pitt:715.211766.CP,318 Brownsville Avenue,,,,,,
pitt:715.211767.CP,430-432 Brownsville Avenue,,,,,,
pitt:715.211768.CP,322 Brownsville Avenue,,,,,,
pitt:715.211769.CP,,,,Brownsville Avenue,,,
pitt:715.211770.CP,414-420 Brownsville Avenue,,,,,,
pitt:715.211771.CP,,,,Brownsville Avenue,,,
pitt:715.211772.CP,201-210 Brownsville Avenue,,,,,,
pitt:715.211773.CP,634-638 Brownsville Avenue,,,,,,
pitt:715.211774.CP,320 Brownsville Avenue,,,,,,
pitt:715.211775.CP,310-312 Brownsville Avenue,,,,,,
pitt:715.211776.CP,174-200 Arlington Avenue,,,,,,
pitt:715.211777.CP,166-170 Arlington Avenue,,,,,,
pitt:715.211778.CP,622-628 Arlington Avenue,,,,,,
pitt:715.211779.CP,158-164 Arlington Avenue,,,,,,
pitt:715.211780.CP,,,,Brownsville Avenue,,,
pitt:715.211781.CP,422-424 Brownsville Avenue,,,,,,
pitt:715.212365.CP,,,,Grant Street,,,
pitt:715.212366.CP,,,,Grant Street,,,
pitt:715.212390.CP,,,,,,,
pitt:715.212597.CP,,,,North Braddock Avenue,,,
pitt:715.212599.CP,,,,Baum Boulevard,,,
pitt:715.212604.CP,5719-5721 Forbes Avenue,,,,,,
pitt:715.212605.CP,5703 and 5739 Forbes Avenue,,,,,,
pitt:715.212606.CP,,,,Forbes Avenue,,,
pitt:715.212607.CP,,,,North Homewood Avenue,,,
pitt:715.212608.CP,,,,South Linden Avenue,,,
pitt:715.212609.CP,,,,Beechview Boulevard,,,
pitt:715.215077.CP,,,,East Ohio Street,,,
pitt:715.215078.CP,,,,East Ohio Street,,,
pitt:715.215092.CP,,,,Madeira Street,,,
pitt:715.215133.CP,,,,Esplen Street,,,
pitt:715.215134.CP,,,,Esplen Street,,,
pitt:715.215135.CP,Sanford and Esplen Streets,,,,,,
pitt:715.215136.CP,,,,Forbes Avenue,,,
pitt:715.215145.CP,854 Saw Mill Way,,,,,,
pitt:715.215146.CP,,,,Saw Mill Way,,,
pitt:715.215147.CP,,,,Carpenter Way,,,
pitt:715.215149.CP,,,,Wickline Street,,,
pitt:715.215970.CP,,,,Bigelow Boulevard,,,
pitt:715.215971.CP,1819 Crescent Street,,,,,,
pitt:715.215972.CP,1819 Crescent Street,,,,,,
pitt:715.215973.CP,,,,Bigelow Boulevard,,,
pitt:715.215974.CP,1815 Crescent Street,,,,,,
pitt:715.215975.CP,1813 Crescent Street,,,,,,
pitt:715.215976.CP,1811 Crescent Street,,,,,,
pitt:715.215977.CP,1811-1819 Crescent Street,,,,,,
pitt:715.215978.CP,,,,Bigelow Boulevard,,,
pitt:715.215979.CP,1811-1815 Crescent Street,,,,,,
pitt:715.215980.CP,1815-1819 Crescent Street,,,,,,
pitt:715.215982.CP,1811-1819 Crescent Street,,,,,,
pitt:715.215983.CP,,,,East Carson Street,,,
pitt:715.215985.CP,18 East Carson Street,,,,,,
pitt:715.215986.CP,,,,East Carson Street,,,
pitt:715.215987.CP,,,,East Carson Street,,,
pitt:715.215993.CP,,,,Singer Street,,,
pitt:715.215994.CP,,,,Singer Street,,,
pitt:715.215996.CP,,,,East Carson Street,,,
pitt:715.215997.CP,,,,East Carson Street,,,
pitt:715.215998.CP,101-103 East Carson Street,,,,,,
pitt:715.215999.CP,,,,East Carson Street,,,
pitt:715.216000.CP,,,,East Carson Street,,,
pitt:715.216001.CP,,,,East Carson Street,,,
pitt:715.216002.CP,401 East Carson Street,,,,,,
pitt:715.216003.CP,501 East Carson Street,,,,,,
pitt:715.216004.CP,,,,West Carson Street,,,
pitt:715.216005.CP,,,,West Carson Street,,,
pitt:715.216006.CP,,,,West Carson Street,,,
pitt:715.216010.CP,,,,Bigelow Boulevard,,,
pitt:715.216011.CP,,,,Bigelow Boulevard,,,
pitt:715.216012.CP,,,,Bigelow Boulevard,,,
pitt:715.216013.CP,,,,Bigelow Boulevard,,,
pitt:715.216014.CP,,,,Bigelow Boulevard,,,
pitt:715.216015.CP,,,,Bigelow Boulevard,,,
pitt:715.216016.CP,,,,Bigelow Boulevard,,,
pitt:715.216018.CP,,,,East Ohio Street,,,
pitt:715.216019.CP,,,,East Ohio Street,,,
pitt:715.216020.CP,,,,East Ohio Street,,,
pitt:715.216021.CP,,,,East Ohio Street,,,
pitt:715.216022.CP,,,,East Ohio Street,,,
pitt:715.216024.CP,,,,East Ohio Street,,,
pitt:715.216025.CP,,,,East Ohio Street,,,
pitt:715.216026.CP,,,,East Ohio Street,,,
pitt:715.216027.CP,,,,East Ohio Street,,,
pitt:715.216028.CP,,,,Soho Street,,,
pitt:715.216030.CP,,,,Soho Street,,,
pitt:715.216031.CP,,,,Bigelow Boulevard,,,
pitt:715.216034.CP,,,,Fifth Avenue,,,
pitt:715.216035.CP,,,,Brady Street,,,
pitt:715.216037.CP,2300 Brady Street,,,,,,
pitt:715.216038.CP,,,,Bennett Street,,,
pitt:715.216039.CP,,,,Frankstown Avenue,,,
pitt:715.216040.CP,,,,Frankstown Avenue,,,
pitt:715.216049.CP,,,,East Ohio Street,,,
pitt:715.216051.CP,,,,East Ohio Street,,,
pitt:715.216052.CP,,,,East Ohio Street,,,
pitt:715.216053.CP,,,,East Ohio Street,,,
pitt:715.216054.CP,6922-6928 Bennett Street,,,,,,
pitt:715.216056.CP,,,,Lawn Street,,,
pitt:715.216057.CP,,,,,,,
pitt:715.216063.CP,,,,Shaler Street,,,
pitt:715.216064.CP,,,,Shaler Street,,,
pitt:715.216066.CP,,,,McKnight Street,,,
pitt:715.216067.CP,,,,McKnight Street,,,
pitt:715.216068.CP,,,,Allequippa Street,,,
pitt:715.216069.CP,,,,Allequippa Street,,,
pitt:715.216070.CP,,,,Allequippa Street,,,
pitt:715.216071.CP,2239-2241 Fifth Avenue,,,,,,
pitt:715.216073.CP,,,,Independence Street,,,
pitt:715.216074.CP,,,,Independence Street,,,
pitt:715.216076.CP,,,,Second Avenue,,,
pitt:715.216077.CP,,,,Second Avenue,,,
pitt:715.216079.CP,,,,Ferry Street,,,
pitt:715.216080.CP,,,,Ferry Street,,,
pitt:715.216082.CP,,,,Second Avenue,,,
pitt:715.216083.CP,,,,Ferry Street,,,
pitt:715.216085.CP,,,,Allequippa Street,,,
pitt:715.216086.CP,,,,Allequippa Street,,,
pitt:715.216087.CP,,,,Blackhawk Street,,,
pitt:715.216090.CP,1000 Adon Street,,,,,,
pitt:715.216091.CP,1000 Adon Street,,,,,,
pitt:715.216092.CP,1000 Adon Street,,,,,,
pitt:715.216093.CP,1000 Adon Street,,,,,,
pitt:715.216094.CP,1000 Adon Street,,,,,,
pitt:715.216095.CP,1000 Adon Street,,,,,,
pitt:715.216096.CP,1000 Adon Street,,,,,,
pitt:715.216097.CP,,,,Bigelow Boulevard,,,
pitt:715.216098.CP,,,,Bigelow Boulevard,,,
pitt:715.216099.CP,,,,Bigelow Boulevard,,,
pitt:715.216100.CP,,,,Bigelow Boulevard,,,
pitt:715.216101.CP,,,,Bigelow Boulevard,,,
pitt:715.216103.CP,,,,Bigelow Boulevard,,,
pitt:715.216104.CP,,,,Sussex Avenue,,,
pitt:715.216105.CP,,,,Susser Avenue,,,
pitt:715.216106.CP,,,,Beechwood Boulevard,,,
pitt:715.216107.CP,,,,Beechwood Boulevard,,,
pitt:715.216108.CP,,,,Beechwood Boulevard,,,
pitt:715.216109.CP,,,,Beechwood Boulevard,,,
pitt:715.216110.CP,,,,Beechwood Boulevard,,,
pitt:715.216111.CP,,,,Beechwood Boulevard,,,
pitt:715.216112.CP,,,,Beechwood Boulevard,,,
pitt:715.216113.CP,,,,Beechwood Boulevard,,,
pitt:715.216114.CP,,,,Beechwood Boulevard,,,
pitt:715.216115.CP,,,,Bigelow Boulevard,,,
pitt:715.216122.CP,,,,Bigelow Boulevard,,,
pitt:715.216129.CP,209 Soho Street,,,,,,
pitt:715.216131.CP,,,,Bigelow Boulevard,,,
pitt:715.216133.CP,,,,Bigelow Boulevard,,,
pitt:715.216134.CP,,,,Negley Run,,,
pitt:715.216135.CP,,,,Negley Run,,,
pitt:715.216136.CP,,,,Negley Run,,,
pitt:715.216138.CP,,,,,,Pittsburgh (Pa.). Asphalt Plant. East End,
pitt:715.216139.CP,,,,,,Pittsburgh (Pa.). Asphalt Plant. East End,
pitt:715.216140.CP,,,,,,Pittsburgh (Pa.). Asphalt Plant. East End,
pitt:715.216141.CP,,,,,,Pittsburgh (Pa.). Asphalt Plant. East End,
pitt:715.216142.CP,,,,South Avenue,,,
pitt:715.216143.CP,,,,South Avenue,,,
pitt:715.216155.CP,2803 Arval Way,,,,,,
pitt:715.216156.CP,2808 Arval Way,,,,,,
pitt:715.216157.CP,2835 Arval Way,,,,,,
pitt:715.216158.CP,2823 Arval Way,,,,,,
pitt:715.216177.CP,,,,Second Avenue,,,
pitt:715.216183.CP,,,,Second Avenue,,,
pitt:715.216184.CP,205 Ferry Street,,,,,,
pitt:715.216186.CP,,,,Diamond Street,,,
pitt:715.216190.CP,,,,Wabash Avenue,,,
pitt:715.216192.CP,,,,Independence Street,,,
pitt:715.216193.CP,,,,,,,
pitt:715.216199.CP,,,,Bigelow Boulevard,,,
pitt:715.216230.CP,,,,Ferry Street,,,
pitt:715.216231.CP,,,,Second Avenue,,,
pitt:715.216234.CP,,,,Liberty Avenue,,,
pitt:715.216235.CP,,,,Water Street,,,
pitt:715.216258.CP,1007 East Ohio Street,,,,,,
pitt:715.216260.CP,,,,Boulevard of the Allies,,,
pitt:715.216263.CP,,,,Boulevard of the Allies,,,
pitt:715.216267.CP,,,,Fifth Avenue,,,
pitt:715.216289.CP,2300 Soho Street,,,,,,
pitt:715.216353.CP,,,,,,,
pitt:715.216354.CP,,,,Cunliffe Hollow Bridge,,,
pitt:715.216356.CP,,,,Boulevard of the Allies,,,
pitt:715.216357.CP,,,,Boulevard of the Allies,,,
pitt:715.216358.CP,,,,Boulevard of the Allies,,,
pitt:715.216359.CP,,,,Boulevard of the Allies,,,
pitt:715.216361.CP,,,,Conemaugh Street,,,
pitt:715.216362.CP,,,,Multi Way,,,
pitt:715.216365.CP,,,,Boulevard of the Allies,,,
pitt:715.216366.CP,,,,Boulevard of the Allies,,,
pitt:715.216367.CP,,,,Boulevard of the Allies,,,
pitt:715.216369.CP,,,,La Place Street,,,
pitt:715.216370.CP,,,,La Place Street,,,
pitt:715.216371.CP,,,,La Place Street,,,
pitt:715.216372.CP,,,,Kedron Street,,,
pitt:715.216373.CP,7000 1/2 Kedron Street,,,,,,
pitt:715.216374.CP,7002 Kedron Street,,,,,,
pitt:715.216375.CP,7004 Kedron Street,,,,,,
pitt:715.216376.CP,7004 Kedron Street,,,,,,
pitt:715.216377.CP,7000-7004 Kedron Street,,,,,,
pitt:715.216378.CP,,,,North Lang Avenue,,,
pitt:715.216379.CP,1215 Kedron Street,,,,,,
pitt:715.216380.CP,,,,Boulevard of the Allies,,,
pitt:715.216381.CP,,,,Boulevard of the Allies,,,
pitt:715.216382.CP,,,,Boulevard of the Allies,,,
pitt:715.216383.CP,,,,Boulevard of the Allies,,,
pitt:715.216384.CP,,,,Morrison Avenue,,,
pitt:715.216385.CP,,,,Morrison Avenue,,,
pitt:715.216386.CP,,,,West Carson Street,,,
pitt:715.216387.CP,,,,East Carson Street,,,
pitt:715.216388.CP,,,,East Carson Street,,,
pitt:715.216389.CP,,,,East Carson Street,,,
pitt:715.216390.CP,,,,East Carson Street,,,
pitt:715.216391.CP,,,,East Carson Street,,,
pitt:715.216392.CP,,,,East Carson Street,,,
pitt:715.216393.CP,,,,East Carson Street,,,
pitt:715.216394.CP,,,,Boulevard of the Allies,,,
pitt:715.216395.CP,,,,Boulevard of the Allies,,,
pitt:715.2181.CP,,,,Bloomfield Bridge,,,
pitt:715.2182.CP,,,,Friendship Avenue,,,
pitt:715.218402.CP,,,,,,,
pitt:715.218404.CP,,,,,,,
pitt:715.218405.CP,,,,,,,
pitt:715.218406.CP,,,,,,,
pitt:715.218407.CP,,,,,,,
pitt:715.218408.CP,,,,,,,
pitt:715.218413.CP,,,,Second Street,,,
pitt:715.218414.CP,,,,Second Street,,,
pitt:715.218415.CP,,,,Bigelow Boulevard,,,
pitt:715.218416.CP,,,,,,,
pitt:715.218417.CP,,,,,,,
pitt:715.218418.CP,,,,Beechwood Boulevard,,,
pitt:715.218420.CP,,,,Boulevard of the Allies,,,
pitt:715.218421.CP,,,,Boulevard of the Allies,,,
pitt:715.218422.CP,,,,Boulevard of the Allies,,,
pitt:715.218423.CP,,,,Boulevard of the Allies,,,
pitt:715.218424.CP,,,,Boulevard of the Allies,,,
pitt:715.218426.CP,,,,Boulevard of the Allies,,,
pitt:715.218427.CP,,,,Boulevard of the Allies,,,
pitt:715.218428.CP,,,,Boulevard of the Allies,,,
pitt:715.218429.CP,,,,Boulevard of the Allies,,,
pitt:715.218430.CP,,,,Boulevard of the Allies,,,
pitt:715.218431.CP,,,,Boulevard of the Allies,,,
pitt:715.218432.CP,,,,Beechwood Boulevard,,,
pitt:715.218433.CP,,,,Boulevard of the Allies,,,
pitt:715.218434.CP,,,,Boulevard of the Allies,,,
pitt:715.218435.CP,,,,Second Avenue,,,
pitt:715.218436.CP,,,,Second Avenue,,,
pitt:715.218439.CP,,,,Smithfield Street,,,
pitt:715.218441.CP,,,,Boulevard of the Allies,,,
pitt:715.218441A.CP,,,,Boulevard of the Allies,,,
pitt:715.218441B.CP,,,,Boulevard of the Allies,,,
pitt:715.218516.CP,,,,Liberty Avenue,,,
pitt:715.218517.CP,,,,Liberty Avenue,,,
pitt:715.218704.CP,13-14 Market Street,,,,,,
pitt:715.218705.CP,,,,,,"Market Square (Pittsburgh, Pa.)",
pitt:715.218706.CP,,,,,,"Market Square (Pittsburgh, Pa.)",
pitt:715.218706A.CP,,,,,,"Market Square (Pittsburgh, Pa.)",
pitt:715.218707.CP,,,,,,"Market Square (Pittsburgh, Pa.)",
pitt:715.219277.CP,,,,,,,
pitt:715.219278.CP,,,,,,,
pitt:715.219282.CP,2104 Tustin Street,,,,,,
pitt:715.219300.CP,,,,,,Pittsburgh (Pa.). City-County Building,
pitt:715.219301.CP,,,,,,Pittsburgh (Pa.). City-County Building,
pitt:715.2196.CP,,,,Dunmoyle Street,,,
pitt:715.22159.CP,,,,North Craig Street,,,
pitt:715.221783.CP,,,,,,,
pitt:715.221784.CP,30th Street and Brereton Avenue,,,,,,
pitt:715.221786.CP,30th Street and Brereton Avenue,,,,,,
pitt:715.221787.CP,,,,,,,
pitt:715.221789.CP,,,,,,,
pitt:715.221790.CP,,,,,,,
pitt:715.221791.CP,,,,,,,
pitt:715.221792.CP,,,,Smithfield Street,,,
pitt:715.221793.CP,,,,Diamond Street,,,
pitt:715.221794.CP,,,,,,,
pitt:715.221796A.CP,,,,Carson Street,,,
pitt:715.221797.CP,,,,Ferry Street,,,
pitt:715.221800.CP,,,,,,,
pitt:715.221802.CP,,,,Upland Street,,,
pitt:715.221804.CP,,,,East Street,,,
pitt:715.221805.CP,,,,East Street,,,
pitt:715.221806.CP,,,,East Street,,,
pitt:715.221807.CP,,,,East Street,,,
pitt:715.221808.CP,,,,East Street,,,
pitt:715.221810.CP,,,,East Street,,,
pitt:715.221810A.CP,,,,East Street,,,
pitt:715.221812.CP,,,,East Street,,,
pitt:715.221813.CP,1816 East Street,,,,,,
pitt:715.221814.CP,1918 East Street,,,,,,
pitt:715.221815.CP,,,,East Street,,,
pitt:715.221816.CP,,,,East Street,,,
pitt:715.221817.CP,1918 East Street,,,,,,
pitt:715.221818.CP,,,,East Street,,,
pitt:715.221820.CP,,,,East Street,,,
pitt:715.221821.CP,,,,East Street,,,
pitt:715.221822.CP,,,,East Street,,,
pitt:715.221823.CP,,,,East Street,,,
pitt:715.221824.CP,,,,East Street,,,
pitt:715.221825.CP,,,,East Street,,,
pitt:715.221826.CP,,,,East Street,,,
pitt:715.221827.CP,,,,East Street,,,
pitt:715.221828.CP,,,,East Street,,,
pitt:715.221829.CP,,,,East Street,,,
pitt:715.221829A.CP,,,,East Street,,,
pitt:715.221830.CP,,,,East Street,,,
pitt:715.221831.CP,,,,East Street,,,
pitt:715.221832.CP,,,,Madison Avenue,,,
pitt:715.221833.CP,,,,East Street,,,
pitt:715.221835.CP,,,,East Street,,,
pitt:715.221836.CP,,,,East Street,,,
pitt:715.221837.CP,,,,East Street,,,
pitt:715.221838.CP,,,,East Street,,,
pitt:715.221839.CP,,,,East Street,,,
pitt:715.221840.CP,1620 East Street,,,,,,
pitt:715.221841.CP,,,,East Street,,,
pitt:715.221842.CP,,,,East Street,,,
pitt:715.221843.CP,,,,East Street,,,
pitt:715.221844.CP,,,,East Street,,,
pitt:715.221845.CP,,,,East Street,,,
pitt:715.221846.CP,1552 -1558 East Street,,,,,,
pitt:715.221847.CP,,,,East Street,,,
pitt:715.221850.CP,1405 East Street,,,,,,
pitt:715.221851.CP,1405 East Street,,,,,,
pitt:715.221852.CP,,,,East Street,,,
pitt:715.221853.CP,,,,East Street,,,
pitt:715.221854.CP,,,,East Street,,,
pitt:715.221855.CP,,,,East Street,,,
pitt:715.221856.CP,1502 East Street,,,,,,
pitt:715.221856A.CP,,,,East Street,,,
pitt:715.221857.CP,,,,East Street,,,
pitt:715.221858.CP,1424 East Street,,,,,,
pitt:715.221860.CP,,,,East Street,,,
pitt:715.221861.CP,632 East Street,,,,,,
pitt:715.221862.CP,1320 East Street,,,,,,
pitt:715.221863.CP,1315 East Street,,,,,,
pitt:715.221864.CP,,,,East Street,,,
pitt:715.221866.CP,,,,East Street,,,
pitt:715.221867.CP____,,,,East Street,,,
pitt:715.221867A.CP,,,,East Street,,,
pitt:715.221868.CP,,,,East Street,,,
pitt:715.221869.CP,1307 East Street,,,,,,
pitt:715.221870.CP,,,,East Street,,,
pitt:715.221871.CP,,,,East Street,,,
pitt:715.221873.CP,,,,East Street,,,
pitt:715.221874.CP,630 East Street,,,,,,
pitt:715.221875.CP,,,,East Street,,,
pitt:715.221876.CP,1109 East Street,,,,,,
pitt:715.221877.CP,1303 East Street,,,,,,
pitt:715.221878.CP,1720-1724 East Street,,,,,,
pitt:715.221879.CP,1201-1211 East Street,,,,,,
pitt:715.221880.CP,627 North Avenue,,,,,,
pitt:715.221881.CP,,,,East Street,,,
pitt:715.221882.CP,632 Tripoli,,,,,,
pitt:715.221884.CP,,,,Bigelow Boulevard,,,
pitt:715.221896.CP,,,,,,,
pitt:715.221897.CP,,,,,,,
pitt:715.221904.CP,,,,,,,
pitt:715.221905.CP,,,,,,,
pitt:715.221906.CP,,,,,,,
pitt:715.221907.CP,,,,,,,
pitt:715.221917.CP,,,,,,,
pitt:715.221919.CP,,,,,,,
pitt:715.221920.CP,,,,,,,
pitt:715.221921.CP,,,,,,,
pitt:715.221922.CP,,,,,,,
pitt:715.221923.CP,,,,,,,
pitt:715.221924.CP,,,,,,,
pitt:715.221925.CP,,,,,,,
pitt:715.221927.CP,,,,,,,
pitt:715.221928.CP,,,,,,,
pitt:715.221929.CP,,,,,,,
pitt:715.221936.CP,,,,,,,
pitt:715.221937.CP,,,,,,,
pitt:715.221938.CP,,,,,,,
pitt:715.221941.CP,,,,,,,
pitt:715.221944.CP,,,,,,,
pitt:715.221946.CP,,,,,,,
pitt:715.221947.CP,,,,,,,
pitt:715.221948.CP,,,,,,,
pitt:715.221950.CP,,,,,,,
pitt:715.221951.CP,,,,,,,
pitt:715.221952.CP,,,,,,,
pitt:715.221954.CP,,,,,,,
pitt:715.221955.CP,,,,,,,
pitt:715.221956.CP,30th Street and Brereton Avenue,,,,,,
pitt:715.221957.CP,,,,,,,
pitt:715.221958.CP,,,,Defoe Street,,,
pitt:715.221959.CP,,,,Defoe Street,,,
pitt:715.221961.CP,,,,Defoe Street,,,
pitt:715.222363.CP,,,,,,,
pitt:715.222364.CP,,,,,,,
pitt:715.2224.CP,,,,,,,
pitt:715.222544.CP,Gusky Hebrew Orphanage and Home,,,,,,
pitt:715.222553.CP,,,,Perrysville Avenue,,,
pitt:715.222554.CP,,,,Perrysville Avenue,,,
pitt:715.222555.CP,,,,Perrysville Avenue,,,
pitt:715.222556.CP,,,,Perrysville Avenue,,,
pitt:715.222568.CP,,,,,,"Saint Joseph's Orphan Asylum (Pittsburgh, Pa.)",
pitt:715.222569.CP,,,,,,"Saint Joseph's Orphan Asylum (Pittsburgh, Pa.)",
pitt:715.222610.CP,,,,,,,
pitt:715.226396.CP,,,,Oakwood Avenue,,,
pitt:715.226397.CP,,,,Bluff Street,,,
pitt:715.226398.CP,,,,Bluff Street,,,
pitt:715.226399.CP,,,,Bluff Street,,,
pitt:715.226400.CP,,,,Bluff Street,,,
pitt:715.226401.CP,,,,Bluff Street,,,
pitt:715.226402.CP,,,,Bluff Street,,,
pitt:715.226403.CP,,,,Bigelow Boulevard,,,
pitt:715.226404.CP,,,,Bigelow Boulevard,,,
pitt:715.226405.CP,,,,Bigelow Boulevard,,,
pitt:715.226406.CP,,,,Bigelow Boulevard,,,
pitt:715.226407.CP,,,,Bigelow Boulevard,,,
pitt:715.226408.CP,,,,Bigelow Boulevard,,,
pitt:715.226409.CP,,,,Bigelow Boulevard,,,
pitt:715.226410.CP,,,,Bigelow Boulevard,,,
pitt:715.226411.CP,,,,Bigelow Boulevard,,,
pitt:715.226412.CP,,,,Bigelow Boulevard,,,
pitt:715.226413.CP,,,,Bigelow Boulevard,,,
pitt:715.226417.CP,,,,Bigelow Boulevard,,,
pitt:715.226418.CP,,,,Bigelow Boulevard,,,
pitt:715.226419.CP,,,,Bigelow Boulevard,,,
pitt:715.226420.CP,,,,Griffin Street,,,
pitt:715.226421.CP,,,,Griffin Street,,,
pitt:715.226422.CP,,,,Boulevard of the Allies,,,
pitt:715.226423.CP,,,,Boulevard of the Allies,,,
pitt:715.226424.CP,,,,Boulevard of the Allies,,,
pitt:715.226425.CP,,,,Boulevard of the Allies,,,
pitt:715.226426.CP,Pride and Stevenson Streets,,,,,,
pitt:715.226427.CP,,,,Boulevard of the Allies,,,
pitt:715.226428.CP,,,,Boulevard of the Allies,,,
pitt:715.226435.CP,711 Oakwood Avenue,,,,,,
pitt:715.226438.CP,,,,Soho Street,,,
pitt:715.226439.CP,337 Soho Street,,,,,,
pitt:715.226440.CP,337 Soho Street,,,,,,
pitt:715.226441.CP,,,,Hazelwood Avenue,,,
pitt:715.226442.CP,,,,Hazelwood Avenue,,,
pitt:715.226443.CP,,,,Hazelwood Avenue,,,
pitt:715.226446.CP,,,,Winterburn Street,,,
pitt:715.226447.CP,,,,Banksville Avenue,,,
pitt:715.226448.CP,,,,Banksville Avenue,,,
pitt:715.226449.CP,,,,Banksville Avenue,,,
pitt:715.226450.CP,,,,Banksville Avenue,,,
pitt:715.226451.CP,,,,Banksville Avenue,,,
pitt:715.226452.CP,,,,McKnight Street,,,
pitt:715.226454.CP,,,,Andover Terrace,,,
pitt:715.226455.CP,,,,Andover Terrace,,,
pitt:715.226456.CP,,,,Andover Terrace,,,
pitt:715.226458.CP,,,,Andover Terrace,,,
pitt:715.226459.CP,,,,Andover Terrace,,,
pitt:715.226463.CP,,,,McKnight Street,,,
pitt:715.226466.CP,,,,Perrysville Avenue,,,
pitt:715.226467.CP,,,,Perrysville Avenue,,,
pitt:715.226468.CP,,,,Perrysville Avenue,,,
pitt:715.226469.CP,,,,Boulevard of the Allies,,,
pitt:715.226470.CP,,,,Boulevard of the Allies,,,
pitt:715.226471.CP,,,,Boulevard of the Allies,,,
pitt:715.226472.CP,,,,Boulevard of the Allies,,,
pitt:715.226473.CP,,,,Boulevard of the Allies,,,
pitt:715.226474.CP,,,,Boulevard of the Allies,,,
pitt:715.226475.CP,,,,Boulevard of the Allies,,,
pitt:715.226476.CP,,,,Boulevard of the Allies,,,
pitt:715.226477.CP,,,,Boulevard of the Allies,,,
pitt:715.226478.CP,,,,Boulevard of the Allies,,,
pitt:715.226479.CP,,,,Boulevard of the Allies,,,
pitt:715.226480.CP,,,,Boulevard of the Allies,,,
pitt:715.226481.CP,,,,Brownsville Avenue,,,
pitt:715.226488.CP,614 Brownsville Avenue,,,,,,
pitt:715.226489.CP,1035 Brownsville Avenue,,,,,,
pitt:715.226490.CP,1075 Brownsville Avenue,,,,,,
