PID,field_address,field_geographic_features,field_geographic_features_categories,field_throroughfares,field_subject,field_subjects_name,Note
pitt:17v07p20,,"Chartiers Creek|Scully Yard|Pittsburgh, Chartiers & Youghiogheny Railway and Ohio Connecting Railway (Pittsburgh, Chartiers & Youghiogheny Railway)",well|steps|yard|borough line,Pine Way|Andrews Street|Schley Avenue|Escola Street|Broadhead Fording Road|Maple Avenue|Violet Street|Rose Alley|Eric Way|Ridge (Prospect) Avenue|Steuben ave W|Viola Way|Locust Street|Cobb Avenue|Overhill|Parke Avenue|Catherine Street|Watkins Street|Von Bonnhorst Street|Wilson Street|Longworth Avenue|Knox Street|Ewing Street|George Street|Noll Avenue|Division Way|Sampson Avenue|McCormick Avenue|Ridge (Backbone rd) Avenue|Rose Street|Orchard Street|Afton Avenue|Ingram Avenue|Duncan Avenue|Victory Place|Maple Way|Linwood Avenue|Woodmere Avenue|Emmaline Street|Peach Alley|Hughes Street|Greenwood Avenue|Spring Road|Mignon Alley|Creek Road|Linden Avenue|Kewton Avenue|Hawthorne Street|Mary Street|Warren Avenue|Glenn Street|Elm Way|Plum Alley|Shields Avenue|Lenora Street|Elizabeth Street|Ash Way|Scully Road|Linden Lane|Darlington Avenue|Evans Avenue|Oak Way,,,confirm subject name heading|confirm subject geo heading|confirm referring to river
pitt:17v07p21,,Roman Catholic Cemetery,cemetery|steps|borough line|sewer|tunnel portal|wall,Crafton ave E|Haldane Avenue|Bridge Street|Cliff Street|Bradford Avenue|Rose Alley|Renfrew Street|Barr Avenue|Spring Alley|Linwood ave N|Elmwood Avenue|Stanley Street|Alice Street|Dewey Avenue|McKee Street|Sampson Avenue|S Sampson Avenue|Center Avenue|Ridge ave E|Oakdene Avenue|Coulter Street|Steuben Street|Berry Street|Duncan Avenue|Columbia Place|Walsh Road|Pine Alley|Hodgson Avenue|Melrose Avenue|Steuben ave E|Short Alley|Crafton ave W|Terrace Alley|Verner Avenue|Woodbine Avenue|Montclair Avenue|Valley Street|Marshall Street|Orange Alley|Lyons Street|Oak Alley|Evans Avenue|Belvidere Street|Schley Avenue|Elm Street|Emily Street N|Hewitt Street|Duff Alley|Sterling Street|Short Street|Chestnut Alley|Ridenour Avenue|Dallas Avenue|Renfrew Alley|Union Avenue|Crotzer Avenue|Roland Avenue|Foster Street|Division Street|Highland Avenue|Briar Alley|Josephine Street|Earle Avenue|Noll Avenue|Locust Alley|Bridge Avenue|Dale Alley|Mary Avenue|Chapman Street|Mueller Avenue|Vine Alley|Mackin Avenue|Keever Avenue|Little Alley|Noblestown Road|Marlow Avenue|Leslie Street|Mary Street|Belvedere Street|Oregon Avenue|Ridge Avenue|Linden Avenue|Lawson Avenue|Jones Street|Rugby Avenue|Steuben ave W|Willow Street|Miles Avenue|Prince Alley|Thomas Street|Mildred Street|Chestnut Street|Tunnel Street|Arc Alley|Sarah Street|Harris Avenue|Catharine Street|Broadhead Avenue|Bloomer Street|Clinton Avenue|Ingram Avenue|Cross Street|Felix Avenue|Franklin Alley|West View Promenade|Luray Avenue|Clarendon Avenue|McFerren Street|Wheeler Avenue|Stanwood Street|Center Alley|Angle Way|McMunn Avenue|Florence Alley|Glenn Street|Crafton Avenue|Sidney Street|Maplewood Avenue|Prospect Avenue|Wind Gap Avenue|Noble Avenue|John Street|Walnut Street|Nevada Street|Stratford Avenue|Vulcan Way|Richmond Street|Rogers Avenue|Underhill Street|Stowe Street|Hill Alley|Lincoln Avenue|Station Street|Race Avenue|Afton Avenue|Dinsmore Avenue|S Evans Avenue|Nancy Alley|Dakota Street|Belmont Avenue|Willard Street|Montana Street|Motor Alley|Cherry Alley|Stanley Avenue|White Avenue,,,confirm subject name heading
pitt:17v07p22,,City Farm|Pittsburgh Railways Co|center line of tunnel|Wabash - Pittsburgh Terminal Railway|Pittsburgh Railways Co,railroad|farm|city line|borough line|tunnel portal,Breeze Alley|Columbia Avenue|Grace Avenue|Lehigh Avenue|Linden Alley|Yale Avenue|Marion Lane|Walnut Street|Neven Avenue|Barr Avenue|Willard Avenue|Herbert Avenue|Rush Alley|Arnold Street|Chess Street|Crotzer Avenue|Denison Avenue|Pennsylvania Avenue|Behrens Street|Obey Avenue|Underhill Street|Union Alley|Hall Avenue|Kemp Street|Humbert Alley|Harris Avenue|Kearns Avenue|Lewis Avenue|Idabelle Street|Harvard Avenue|Ridge ave E|Roedler Alley|Johnston Alley|Shady Boulevard|Dinsmore Avenue|Mueller Avenue|Cornell Avenue|Mansfield Avenue|Keever Avenue|Hethlon Street|Brown Avenue|Poplar Street|Cambridge Avenue|Kenyon Avenue|Noblestown Road|Hampton Avenue|Marlow Avenue|Ridge Avenue|Amherst Avenue|Sterrett Street|Chartiers Avenue|Perrine Avenue|Jerome Street|Valora Street|Clyde Alley|Oxford Avenue|Lohrman Alley|Dean Avenue|Edwards Avenue|Grace Street|Coverdale Street|Crafton Avenue|Oberlin Avenue|Stanley Avenue|Loretto Street|Princeton Avenue,,,confirm subject name heading
pitt:17v07p23,,Little Saw Mill Run|West Side Belt Railroad (Banksville Br)|center line of Greentree Tunnel|German Evan Protestant Cemetery|Wabash Pittsburgh Terminal Railway|West Side Belt Railroad (Banksville Br) Wabash Pittsburgh Terminal Railway|W M E Cemetery|Russian Orthodox Greek Catholic Cemetery|Rook Yard|German Evan Protestant Cemetery|Rook Yard|W M E Cemetery,cemetery|yard|run,Banksville Avenue|Grace Avenue|Holmes Avenue|Elm Street|Greenmont Avenue|Carnahan Avenue|Hamburg Street|Maple Avenue|Walnut Street|Short Street|Neven Avenue|Fleming Avenue|Creighton Avenue|Kenmore Place|Hawthorne Avenue|Willow Avenue|Johnson Avenue|Union Avenue|Western Avenue|Morange Lane|Banksville Road|Hayson Avenue|Gladys Avenue|Summit Street|Savannah Street|Washington Avenue|Bulford Avenue|Kirsopp Avenue|Hanover Place|Center Avenue|McMonagle Avenue|Baldwin Avenue|May Avenue|Idabella Street|Mansfield Avenue|North Avenue|Brunswick Place|Lebanon Street|Noblestown Avenue|Fink Road|Gibson Avenue|Poplar Street|Manilla Avenue|Chappel Avenue|Park Way|Noblestown Road|Allender Avenue|Potomac Avenue|Syracuse Street|Tropical Avenue|Morange Avenue|Crane Avenue|Springfield Street|Mary Street|Camden Street|School Street|Brenford Avenue|Rothesay Avenue|Edwards Avenue|Glenn Street|Glencoe Avenue|McKinney Lane|Steen Street|Risby Avenue|Rhodes Avenue,,,confirm subject geo heading|confirm subject name heading
pitt:17v07p24,,Reservoir - Right of Way|Chartiers Creek|Pittsburgh Railways Co|Chicago & St. Louis Railway (Pennsylvania Railroad),railroad|steps|reservoir|ward line|sewer|borough line|bridge|township line,Bradford Avenue|Craftmont Avenue|Vance Avenue|Ewing Avenue|Emily Street S|Morton Street|Linwood ave N|Elmwood Avenue|Taylor Avenue|Durbin Street|Washington Avenue|Baldwin Avenue|Emerson Street|Ridge ave E|Monroe Avenue|Marion Street|Coulter Street|Duncan Avenue|Garfield Avenue|Perrine Avenue|Cobb Street|Bell Avenue|Oak Alley|Hill Street|Mills Street|Belvidere Street|Hardy Street|Emily Street N|Steen Avenue|Creighton Avenue|Cleveland Avenue|Harrison Street|Home Avenue|Grant Avenue|Idlewood Road|Noble ave E|Cherry Way|Noblestown Road|Hawthorne Street|Madison Avenue|Jackson Avenue|Steuben ave W|Locust Street|Parke Avenue|Bluff Street|High Street|Parkview Place|Broadhead Avenue|Kingston Avenue|Clearview Avenue|Linwood ave S|Hunter Street|Chartiers Avenue|Nicholson Street|Jackson (Idlewood) Avenue|Center Alley|Middle Street|Highland Street|Fountain Street|Jonto Way|Warren Street|Union Alley|Camber Street|Ridge (Backbone rd) ave W|Lincoln Avenue|Station Street|Orchard Street|Afton Avenue|Dinsmore Avenue|Grandview Avenue|Camber Way|Woodlawn Avenue|Morange Avenue|Orchard Way|Manor Street|North Promenade|Richmond Street|Johnson Street,,,confirm referring to river|confirm subject geo heading|confirm subject name heading
pitt:17v07p25,,"Whiskey Run|Pittsburgh, Chartiers & Youghiogheny Railway|Chicago & St. Louis Railway Rosslyn Connection|Chicago & St. Louis Railway (Pennsylvania Railroad)",steps|run|borough line|sewer|township line,Jackson Avenue|Elm Street|Walker Avenue|Duncan Way|Noble Avenue|John Street|Shawhan Avenue|Short Street|Kirkwood Avenue|Llama Lane|Moffatt Street|Alden Road|Park Avenue|St Xavier Street|Priscilla Lane|Angora path|Tuscarora trail|Osage Street|High Street|Cross Way|Ambrose Avenue|Idlewood Avenue|Goshocton Road|Doolittle Avenue|Kings Highway|Rosslyn Road|Locust Alley|Wyandote Lane|Clark Avenue|Station Street|Pilgrim Way|Oneida Way|Edgecliff Drive|Grant Avenue|Lincoln Street|Idlewood Road|Pasture lane|Grandview Avenue|Art Alley|Water Street|Mulberry Alley|Bell Road|Noblestown Road|Chartiers Avenue|Bent Alley|Pope Alley|Ridge Avenue|Sycamore Street|Elm Alley|Sunrise Lane|De Soto Street|Puritan Road|Bert Alley|Morange Avenue|Standish Way|Lorain Street|Bell Avenue|Apple Alley|Bell Street|North Promenade|Knox Alley|Indus Alley|Quarry Street|Arch Street|Fountain Street|Park row,,,confirm subject geo heading|confirm referring to river
pitt:17v07p26,,"Pittsburgh, Chartiers & Youghiogheny Railway|Chicago & St. Louis Railway",steps|borough line|ward line|township line|wall,Johns Alley|State Alley|Mill Alley|Rowland Avenue|Rose Alley|Modern Avenue|First Street|Spring Alley|Spruce Alley|Gormley Avenue|Park Lane|Reamer Avenue|Robert Avenue|Western Avenue|Barrett Way|Allen Street|Grant (Suder) Avenue|Third Avenue|Alice Street|Howard Street|Washington Avenue|Watson Street|Bluff Alley|Center Avenue|Orchard Alley|Mansfield Avenue|Hickory Alley|Sansbury Avenue|Brown Avenue|William Street|Shinn Alley|Creek Avenue|Hemlock Alley|Ash Alley|Congress Alley|Marshall Street|Home Street|Bell Avenue|Elizabeth Avenue|Oak Alley|Evans Avenue|Newkirk Avenue|Terrace Avenue|Court Street|Jane Street|Short Street|Wylie Avenue|Morrow Avenue|Highland Avenue|Broadway|Justus Avenue|Jefferson Street|Lexington Court|Shaner Alley|Cook Lane|Locust Alley|Federal Avenue|Mary Avenue|Beech Alley|Steel Place|Newell Street|Ramsey Street|Gum Street|Ridge Avenue|Point Alley|Christy Avenue|Osage Alley|Seventh Avenue|School Square|Locust Street|Dickman Street|Carothers Avenue|Thomas Street|Freda Lane|Chestnut Street|Cook Street|Middle Alley|Campbells Run|Maryland Avenue|Rosslyn Road|Kearns Avenue|Vine Street|Church Street|Midland Avenue|Beechwood Avenue|Bouquet Avenue|Plum Street|Poplar Alley|Wagner Street|Peach Alley|Chartiers Avenue|Knox Avenue|Sycamore Street|Arthur Way|Annabell Street|Forest Avenue|Railroad Alley|Adams Alley|Steen Street|Arch Street|Fountain Street|Olive Alley|Kennedy Avenue|Lee Avenue|Shady Lane|Hill Avenue|Run Street|Dow Avenue|Walnut Street|Dunbar Street|Handy Street|Hays Street|Gamble Street|Third Street|Academy Street|Fifth Avenue|Sixth Avenue|Library Avenue|First Avenue|Union Alley|Amendment Alley|Summit Street|Charles Street|Branch Street|Lincoln Avenue|Station Street|Lydia Street|Wabash Avenue|Pine Street|Anthony Street|Charles Avenue|Station Alley|Walnut Alley|Grandview Avenue|Water Street|Dick Street|Second Avenue|Main Street W|Lorraine Alley|Dawson Street|Second Street|Main Street E|James Street|Railroad Avenue|Dean Avenue|Campbell Street|Trimble Avenue|Cherry Alley|Boden Avenue,,,confirm referring to river
pitt:17v07p27,,Coal Incline|Chicago & St. Louis Railway (Washington Div)|Wabash - Pittsburgh Terminal Railway|Chicago & St. Louis Railway (Pennsylvania Railroad)|Chicago & St. Louis Railway|St. Josephs Cemetery,stone steps|cemetery|steps|wells|borough line|incline|township line,May Alley|West Street|Finley Avenue|Third Avenue|Torrence Avenue|Glenn Avenue|Township Road|Washington Avenue|Wilder Street|Meadow Alley|Lindsey Road|Eighth Street|Coal Alley|Creek Avenue|Kismet Street|Marshall Street|Collier Avenue|Bartlett Alley|Elizabeth Avenue|Oak Alley|Hill Street|Barret Way|Pitzer Alley|McDonald Street|Elm Street|Short Street|Boroughview Street|Flynn Avenue|Hope Street|Division Street|Border Street|Young Alley|Center Street|Ellwood Street|Church Avenue|Hammond Street|Washington Street|Cubbage Street|Paul Street|Sixth Street|Lee Street|Spikenard Street|Mary Street|Lookout Street|Logan Street|Fifth Street|O'Keefe Avenue|Boyd Street|Osage Alley|Seventh Avenue|Locust Street|Carothers Avenue|Bluff Street|Diamond Alley|Middle Alley|Sarah Street|Front Street|Georges Run (Hope Hollow) Road|Gregg Street|Lincoln Street|Margaretta Street|Washington Pike|Highland Street|Seventh Street|Bank Street|Kennedy Avenue|Superior Street|John Street|Third Street|Fifth Avenue|Inez Street|Sixth Avenue|Hulton Street|First Avenue|Summit Street|Doolittle Avenue|Hill Alley|Branch Street|Golden Alley|Orchard Street|Fourth Street|Second Avenue|Main Street W|Ash Street|Campbell Street|Bower Hill Road|Boden Avenue,,,confirm subject name heading|confirm subject geo heading|confirm referring to river
pitt:17v07p28,,"George's Run|Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Chartiers Branch)|Wabash Pittsburgh Terminal Railway|Chicago & St. Louis Railway (Pennsylvania Railroad)|Pittsburgh, Chartiers & Youghiogheny Railway|St. Mary's Roman Catholic Cemetery|Russian Greek Catholic Cemetery|St. Ignatius Roman Catholic Cemetery|Wabash Pittsburgh Terminal Railway Trestle|Russian Greek Catholic Cemetery|St. Ignatius Roman Catholic Cemetery",cemetery|steps|run|borough line|township line,Border Alley|Henry Road|Mills Run Road|Shawhan Avenue|Walnut Street|Short Street|East Railroad Street|First Street|Spring Alley|Third Street|Wise Road|Hayes Street|Leasdale Avenue|Park Alley|West Railroad Street|Kerr Road|Allen Street|Chestnut Street|Scott Street|Main Street|Scrubgrass Run Road|Neville Street|Cook Lane|Summit Street|Georges Run (Hope Hollow) Road|Washington Avenue|Lincoln Avenue|Washington Street|Wabash Avenue|Grant Avenue|Silk Road|Railroad Street|Jackson Street|Collier Street|Rob Hollow Road|Lindsey Road|Fourth Street|Segar Road|Davis Street|Garfield Avenue|Virgin Alley|Ellsworth Avenue|Peach Alley|Kelso Road|Wabash Alley|Noblestown Road|Short Alley|Second Street|George Run Road|Franklin Avenue|Elm Alley|Annabell Street|Hogan Alley|Glenn Street|Madison Avenue|Morgan Street|Cherry Alley|Washington Pike|Gormly Avenue|Zero Street|Plum Alley|Bells Road|Swallow Road|Bower Hill Road|Oak Alley|Long Alley,,,confirm subject name heading|confirm subject geo heading|confirm referring to river
pitt:17v07p29,,"Davis Run|Pittsburgh, Chartiers & Youghiogheny Railway and Ohio Connecting Railway|Rosslyn Connection Pittsburgh|Thornburg Country Club Golf Course|Lewis Run|Chicago & St. Louis Railway|Campbell's Run",park|run|borough line|quarry|township line|well,Stanford Road|Columbia Street|Campbells Run Road|Lehigh Road|Yale Street|Harvard Road|Rosslyn (Bell rd) Road|Baldwin Road|Smith College Lane|Priscilla Lane|Cross Way|Kenyon Road|Goshocton Road|Kings Highway|Station Street|Edgecliff Drive|Steubenville Pike|Cornell Avenue|Club Road|Bell Road|Hamilton Road|Dartmouth Place|Sunrise Lane|Standish Way|Bohn Road|Henrietta Street|Princeton Avenue,,,confirm subject name heading|confirm subject geo heading|confirm referring to river
pitt:17v07p30,,"Chicago & St. Louis Railway (Pittsburgh & Washington Div Pennsylvania Railroad)|Bridgeville & McDonald Bridge (Pennsylvania Railroad)|Wabash Pittsburgh Terminal Railway (Pittsburgh, Carnegie and Western Railroad)|McLaughlin Run",park|run|borough line|pond|bridge|wall,Maple Street|Elm Street|Bank Street|Coolidge Street|Garden Street|Lafayette Street|Luna Street|Spruce Alley|Presley Road|Locust Street|Forbes Street|Chalmers Avenue|Bluff Street|Painters Run Road|Eisner Avenue|Murray Street|Pugh Alley|Venice Street|Gregg Avenue|Wilson Street|Chestnut Street|Lesnett Street|Moore Avenue|Hickman Street|Sarah Street|Lesnett Road|Dewey Avenue|Laurel Street|Locust Alley|Ashley Avenue|Perret Street|Ramsey Avenue|Villars Avenue|Station Street|Washington Avenue|Morgan Way|Wabash Avenue|Ella Street|Jane Way|McKeesport Ridge Road|McMillen Street|Lurray Street|Coulter Street|May Avenue|Duret Street|Edna Street|Calvert Avenue|Pine|Baldwin Street|Pine Alley|Winfield Street|Universal Street|Peach Alley|Orchard|Charlet Avenue|Harding Street|St Clair Street|James Street|Railroad Avenue|Balfe Street|Chess Avenue|Grandview Street|Liberty Street|Cherry Alley|Oak Alley|Elizabeth Street|Hill Street|Oak Street|Fryer Street|Patterson Avenue|Chartiers Street|McLaughlins Run Road|Vernon Street|Mill Street|Margaret Avenue|Bridgeville & McDonald Bridge (Pennsylvania Railroad),,,confirm subject geo heading|confirm referring to river
pitt:17v07p31,,"Pittsburgh Allegheny & McKees Rocks Railroad|Pittsburgh Railways Co|McKee's Rocks Quarry|Pittsburgh, Chartiers & Youghiogheny Railway|Pittsburgh & Lake Erie Railroad|Pittsburgh Railways Co|McKee's Rocks Quarry|Pittsburgh & Lake Erie Railroad",railroad|steps|borough line|sewer|top of ridge|quarry|bridge|township line|city,Davis Avenue|Harriet Street|Michael Street|McKee Street|Washington Avenue|George Alley|Gardner Street|Margaret Street|Hamilton Street|Rebecca Alley|Grant Street|Pine Alley|Brown Avenue|Eber Alley|Line Alley|Bell Avenue|Etna Street|Munson Avenue|Oak Alley|Hill Street|Burkhart Street|Short Street|Locust Way|Robinson Street|Catherine Street|Front Alley|Robb Street|Churchill Avenue|Wallace Street|Henry Street|River Avenue|Schoen Street|Frank Alley|Agnes Street|Olivia Street|McCoy Avenue|Pauline Street|Shingiss Street|Mildred Alley|Charles Alley|Mary Street|Miller Street|Plum Alley|Cutler Street|Page Street|Leonard Street|Adrian Street|Gillen Alley|Locust Street|Phoenix Street|Allen Avenue|High Street|Thomas Street|Bouquet Street|Patterson Street|Linton Avenue|Chambers|Seifler Street|Sproul Street|Ella Street|McKee Avenue|Davis Street|Camp Street|Chartiers Avenue|N Island Avenue|Graham Street|Campbell Avenue|Laurel Avenue|Helen Street|School Street|Railroad Alley|Island Avenue|Coxey Street|Raymond Street|Nichol Avenue|John Street|Alexander Street|Mulberry Street|Fruit Way|Lauinger Street|Vulcan Street|George Street|Linden Street|Sproul Way|Meyers Avenue|Orchard Street|Bradley Street|Railroad Street|Furnace Street|Luella Street|Cherry Alley|Martha Street|Gray Avenue|Erie Alley|Nat Alley|Langhurst Street|Ashton Alley|Buchko Way|Gertrude Alley|Lawrence Street,,,confirm subject name heading|confirm referring to river
